Event Parameter Name,ARRAY Sub-parameter Name,Parameter Description,Parameter Size,Parameter Type,Logical value,Literal value,Parameter Resolution,Parameter Unit,Deprecated Since
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_1_7,,"The physical cell identity for machine learning  purposes, for the 7th cell of the 1st intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_1_8,,"The physical cell identity for machine learning  purposes, for the 8th cell of the 1st intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_2_1,,"The physical cell identity for machine learning  purposes, for the 1st cell of the 2nd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_2_2,,"The physical cell identity for machine learning  purposes, for the 2nd cell of the 2nd intra-frequency A4 report that the UE measurement is for",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_2_3,,"The physical cell identity for machine learning  purposes, for the 3rd cell of the 2nd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_2_4,,"The physical cell identity for machine learning  purposes, for the 4th cell of the 2nd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_2_5,,"The physical cell identity for machine learning  purposes, for the 5th cell of the 2nd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_2_6,,"The physical cell identity for machine learning  purposes, for the 6th cell of the 2nd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_2_7,,"The physical cell identity for machine learning  purposes, for  the 7th cell of the 2nd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_2_8,,"The physical cell identity for machine learning  purposes, for the 8th cell of the 2nd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_3_1,,"The physical cell identity for machine learning  purposes, for the 1st cell of the 3rd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_3_2,,"The physical cell identity for machine learning  purposes, for the 2nd cell of the 3rd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_3_3,,"The physical cell identity for machine learning  purposes, for the 3rd cell of the 3rd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_3_4,,"The physical cell identity for machine learning  purposes, for the 4th cell of the 3rd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_3_5,,"The physical cell identity for machine learning  purposes, for the 5th cell of the 3rd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_3_6,,"The physical cell identity for machine learning  purposes, for the 6th cell of the 3rd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_3_7,,"The physical cell identity for machine learning  purposes, for the 7th cell of the 3rd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_3_8,,"The physical cell identity for machine learning  purposes, for the 8th cell of the 3rd intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_4_1,,"The physical cell identity for machine learning  purposes, for the 1st cell of the 4th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_4_2,,"The physical cell identity for machine learning  purposes, for the 2nd cell of the 4th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_4_3,,"The physical cell identity for machine learning  purposes, for the 3rd cell of the 4th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_4_4,,"The physical cell identity for machine learning  purposes, for the 4th cell of the 4th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_4_5,,"The physical cell identity for machine learning  purposes, for the 5th cell of the 4th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_4_6,,"The physical cell identity for machine learning  purposes, for the 6th cell of the 4th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_4_7,,"The physical cell identity for machine learning  purposes, for the 7th cell of the 4th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_4_8,,"The physical cell identity for machine learning  purposes, for the 8th cell of the 4th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_5_1,,"The physical cell identity for machine learning  purposes, for the 1st cell of the 5th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_5_2,,"The physical cell identity for machine learning  purposes, for the 2nd cell of the 5th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_5_3,,"The physical cell identity for machine learning  purposes, for the 3rd cell of the 5th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_5_4,,"The physical cell identity for machine learning  purposes, for the 4th cell of the 5th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_5_5,,"The physical cell identity for machine learning  purposes, for the 5th cell of the 5th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_5_6,,"The physical cell identity for machine learning  purposes, for the 6th cell of the 5th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_5_7,,"The physical cell identity for machine learning  purposes, for the 7th cell of the 5th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_5_8,,"The physical cell identity for machine learning  purposes, for the 8th cell of the 5th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_6_1,,"The physical cell identity for machine learning  purposes, for the 1st cell of the 6th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_6_2,,"The physical cell identity for machine learning  purposes, for the 2nd cell of the 6th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_6_3,,"The physical cell identity for machine learning  purposes, for the 3rd cell of the 6th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_6_4,,"The physical cell identity for machine learning  purposes, for the 4th cell of the 6th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_6_5,,"The physical cell identity for machine learning  purposes, for the 5th cell of the 6th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_6_6,,"The physical cell identity for machine learning  purposes, for the 6th cell of the 6th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_6_7,,"The physical cell identity for machine learning  purposes, for the 7th cell of the 6th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_PHYSICAL_CELLID_6_8,,"The physical cell identity for machine learning  purposes, for the 8th cell of the 6th intra-frequency A4 report that the UE measurement is for.",2,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_1_1,,"The RSRP measurement for machine learning  purposes, for the 1st cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_1_2,,"The RSRP measurement for machine learning  purposes, for the 2nd cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_1_3,,"The RSRP measurement for machine learning  purposes, for the 3rd cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_1_4,,"The RSRP measurement for machine learning  purposes, for the 4th cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_1_5,,"The RSRP measurement for machine learning  purposes, for the 5th cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_1_6,,"The RSRP measurement for machine learning  purposes, for the 6th cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_1_7,,"The RSRP measurement for machine learning  purposes, for the 7th cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_1_8,,"The RSRP measurement for machine learning  purposes, for the 8th cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_2_1,,"The RSRP measurement for machine learning  purposes, for the 1st cell of the 2nd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_2_2,,"The RSRP measurement for machine learning  purposes, for the 2nd cell of the 2nd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_2_3,,"The RSRP measurement for machine learning  purposes, for the 3rd cell of the 2nd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_2_4,,"The RSRP measurement for machine learning  purposes, for the 4th cell of the 2nd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_2_5,,"The RSRP measurement for machine learning  purposes, for the 5th cell of the 2nd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_2_6,,"The RSRP measurement for machine learning  purposes, for the 6th cell of the 2nd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_2_7,,"The RSRP measurement for machine learning  purposes, for the 7th cell of the 2nd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_2_8,,"The RSRP measurement for machine learning  purposes, for the 8th cell of the 2nd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_3_1,,"The RSRP measurement for machine learning  purposes, for the 1st cell of the 3rd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_3_2,,"The RSRP measurement for machine learning  purposes, for the 2nd cell of the 3rd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_3_3,,"The RSRP measurement for machine learning  purposes, for the 3rd cell of the 3rd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_3_4,,"The RSRP measurement for machine learning  purposes, for the 4th cell of the 3rd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_3_5,,"The RSRP measurement for machine learning  purposes, for the 5th cell of the 3rd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_3_6,,"The RSRP measurement for machine learning  purposes, for the 6th cell of the 3rd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_3_7,,"The RSRP measurement for machine learning  purposes, for the 7th cell of the 3rd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_3_8,,"The RSRP measurement for machine learning  purposes, for the 8th cell of the 3rd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_4_1,,"The RSRP measurement for machine learning  purposes, for the 1st cell of the 4th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_4_2,,"The RSRP measurement for machine learning  purposes, for the 2nd cell of the 4th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_4_3,,"The RSRP measurement for machine learning  purposes, for the 3rd cell of the 4th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_4_4,,"The RSRP measurement for machine learning  purposes, for the 4th cell of the 4th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_4_5,,"The RSRP measurement for machine learning  purposes, for the 5th cell of the 4th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_4_6,,"The RSRP measurement for machine learning  purposes, for the 6th cell of the 4th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_4_7,,"The RSRP measurement for machine learning  purposes, for the 7th cell of the 4th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_4_8,,"The RSRP measurement for machine learning  purposes, for the 8th cell of the 4th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_5_1,,"The RSRP measurement for machine learning  purposes, for the 1st cell of the 5th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_5_2,,"The RSRP measurement for machine learning  purposes, for the 2nd cell of the 5th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_5_3,,"The RSRP measurement for machine learning  purposes, for the 3rd cell of the 5th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_5_4,,"The RSRP measurement for machine learning  purposes, for the 4th cell of the 5th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_5_5,,"The RSRP measurement for machine learning  purposes, for the 5th cell of the 5th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_5_6,,"The RSRP measurement for machine learning  purposes, for the 6th cell of the 5th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_5_7,,"The RSRP measurement for machine learning  purposes, for the 7th cell of the 5th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_5_8,,"The RSRP measurement for machine learning  purposes, for the 8th cell of the 5th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_6_1,,"The RSRP measurement for machine learning  purposes, for the 1st cell of the 6th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_6_2,,"The RSRP measurement for machine learning  purposes, for the 2nd cell of the 6th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_6_3,,"The RSRP measurement for machine learning  purposes, for the 3rd cell of the 6th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_6_4,,"The RSRP measurement for machine learning  purposes, for the 4th cell of the 6th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_6_5,,"The RSRP measurement for machine learning  purposes, for the 5th cell of the 6th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_6_6,,"The RSRP measurement for machine learning  purposes, for the 6th cell of the 6th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_6_7,,"The RSRP measurement for machine learning  purposes, for the 7th cell of the 6th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRP_6_8,,"The RSRP measurement for machine learning  purposes, for the 8th cell of the 6th intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRQ_1_1,,"The RSRQ measurement for machine learning  purposes, for the 1st cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRQ_1_2,,"The RSRQ measurement for machine learning  purposes, for the 2nd cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRQ_1_3,,"The RSRQ measurement for machine learning  purposes, for the 3rd cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRQ_1_4,,"The RSRQ measurement for machine learning  purposes, for the 4th cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRQ_1_5,,"The RSRQ measurement for machine learning  purposes, for the 5th cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRQ_1_6,,"The RSRQ measurement for machine learning  purposes, for the 6th cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRQ_1_7,,"The RSRQ measurement for machine learning  purposes, for the 7th cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRQ_1_8,,"The RSRQ measurement for machine learning  purposes, for the 8th cell of the 1st intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
EVENT_PARAM_ML_PA_NEIGHBOR_RSRQ_2_1,,"The RSRQ measurement for machine learning  purposes, for the 1st cell of the 2nd intra-frequency A4 report that the UE measurement is for.",1,UINT,,,1.0,,
