Managed Areas,MO Class,EBS MO,DU Radio Node / Baseband Radio Node support,Counter,Counter Type,Counter Size,Description,Unit,Condition,Sampling Rate,Scanner,Counter is reset after measurement period,Related PM Event,Pico Support? (Y/N)
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeRnlS1Cause$,ACC,Single,"These Radio Network Layer Group measurements provide the number of E-RABs requested to release, initiated by the MME per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3 )",,At reception by the eNodeB of the UE CONTEXT RELEASE COMMAND and at reception by the eNodeB of the E-RAB RELEASE COMMAND.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeTranS1Cause$,ACC,Single,"These Transport Layer Group measurements provide the number of E-RABs requested to release, initiated by the MME per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3 )",,At reception by the eNodeB of the UE CONTEXT RELEASE COMMAND and at reception by the eNodeB of the E-RAB RELEASE COMMAND.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeTranS1Cause$,ACC,Single,"These Transport Layer Group measurements provide the number of E-RABs requested to release, initiated by the MME per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3 )",,At reception by the eNodeB of the UE CONTEXT RELEASE COMMAND and at reception by the eNodeB of the E-RAB RELEASE COMMAND.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelSuccQci$,ACC,Single,"These measurements shall provide the number of E-RABs successfully released during a ROP per QCI, i.e. one counter per QCI value.",,At transmission by the eNodeB of the E-RAB RELEASE RESPONSE or UE CONTEXT RELEASE COMPLETE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelSuccQci$,ACC,Single,"These measurements shall provide the number of E-RABs successfully released during a ROP per QCI, i.e. one counter per QCI value.",,At transmission by the eNodeB of the E-RAB RELEASE RESPONSE or UE CONTEXT RELEASE COMPLETE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttBlindInterFreq,ACC,Single,The number of intra LTE inter frequency handover execution attempts where the target cell was selected using a preconfigured coverage relation. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTER_FREQ",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttBlindInterFreq,ACC,Single,The number of intra LTE inter frequency handover execution attempts where the target cell was selected using a preconfigured coverage relation. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTER_FREQ",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttBlindIntraFreq,ACC,Single,The number of intra LTE intra frequency handover execution attempts where the target cell was selected using a preconfigured coverage relation. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTRA_FREQ",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttBlindIntraFreq,ACC,Single,The number of intra LTE intra frequency handover execution attempts where the target cell was selected using a preconfigured coverage relation. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTRA_FREQ",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttBlindNr,ACC,Single,Number of attempts to execute blind outgoing NR handover.,,INTERNAL_PROC_HO_EXEC_S1_OUT Event counter parameter: EVENT_PARAM_HO_TARGET_SELECTION_TYPE and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE. The counter shall be stepped by one when EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE=EVENT_VALUE_NR and EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttBlindWcdma,ACC,Single,The number of attempts to execute blind outgoing WCDMA handover.,,INTERNAL_PROC_HO_EXEC_S1_OUT Event counter parameter: EVENT_PARAM_HO_TARGET_SELECTION_TYPE and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE The counter shall be stepped by one when EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE=EVENT_VALUE_WCDMA,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttMeasBasedInterFreq,ACC,Single,The number of intra LTE inter frequency handover execution attempts where the target cell was selected using a UE measurement. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_MEAS_BASED and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTER_FREQ",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttMeasBasedInterFreq,ACC,Single,The number of intra LTE inter frequency handover execution attempts where the target cell was selected using a UE measurement. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_MEAS_BASED and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTER_FREQ",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttMeasBasedInterFreqNpPCI,ACC,Single,"The total number of  S1 inter frequency handover execution attempts where Non-planned PCI was selected using a UE measurement. The counter is stepped in the source cell.
NpPCI means that Non-planned PCI.",,INTERNAL_PROC_HO_EXEC_S1_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_MEAS_BASED and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTER_FREQ_NON_PLANNED_PCI,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttMeasBasedIntraFreq,ACC,Single,The number of intra LTE intra frequency handover execution attempts where the target cell was selected using a UE measurement. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_MEAS_BASED and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTRA_FREQ",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttMeasBasedIntraFreq,ACC,Single,The number of intra LTE intra frequency handover execution attempts where the target cell was selected using a UE measurement. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_MEAS_BASED and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTRA_FREQ",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttMeasBasedIntraFreqNpPCI,ACC,Single,"The total number of  S1 intra frequency handover execution attempts where Non-planned PCI was selected using a UE measurement.
The counter is stepped in the source cell.
NpPCI means that Non-planned PCI.",,INTERNAL_PROC_HO_EXEC_S1_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_MEAS_BASED and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTRA_FREQ_NON_PLANNED_PCI,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttMeasBasedNr,ACC,Single,Number of attempts to execute outgoing NR handover to a cell chosen after receiving IRAT measurement reports.,,INTERNAL_PROC_HO_EXEC_S1_OUT Event counter parameter: EVENT_PARAM_HO_TARGET_SELECTION_TYPE and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE. The counter shall be stepped by one when EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE=EVENT_VALUE_NR and EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_MEAS_BASED,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeAttMeasBasedWcdma,ACC,Single,The number of attempts to execute outgoing WCDMA handover to a cell chosen after receiving IRAT measurement reports.,,INTERNAL_PROC_HO_EXEC_S1_OUT Event counter parameter: EVENT_PARAM_HO_TARGET_SELECTION_TYPE and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE The counter shall be stepped by one when EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_MEAS_BASED and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE=EVENT_VALUE_WCDMA,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeInAttQci,ACC,PDF[256],Number of incoming handover execution attempts per QCI (Each ERAB in an incoming UE context for handover shall increment a QCI bin),,Incoming handover attempt is defined as: - X2 Handover: Transmission of HANDOVER REQUEST ACKNOWLEDGE - S1 Handover: Transmission of HANDOVER REQUEST ACKNOWLEDGE - Intra ENB: Internal trigger that matches a Transmission of HANDOVER REQUEST ACKNOWLEDGE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_IN,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeInAttQci,ACC,PDF[256],Number of incoming handover execution attempts per QCI (Each ERAB in an incoming UE context for handover shall increment a QCI bin),,Incoming handover attempt is defined as: - X2 Handover: Transmission of HANDOVER REQUEST ACKNOWLEDGE - S1 Handover: Transmission of HANDOVER REQUEST ACKNOWLEDGE - Intra ENB: Internal trigger that matches a Transmission of HANDOVER REQUEST ACKNOWLEDGE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_IN,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeInSuccNr,ACC,Single,The number of successful incoming NR handover executions,,Stepped for each successful incoming NR handover execution,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_IN,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeInSuccQci,ACC,PDF[256],Number of incoming handover execution success per QCI (Each ERAB in an incoming UE context for handover shall increment a QCI bin),,Incoming handover success is defined as: - X2 Handover: Transmission of UE CONTEXT RELEASE - S1 Handover: Transmission of HANDOVER NOTIFY - Intra ENB: Internal trigger that matches a Transmission of UE CONTEXT RELEASE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_IN,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeInSuccQci,ACC,PDF[256],Number of incoming handover execution success per QCI (Each ERAB in an incoming UE context for handover shall increment a QCI bin),,Incoming handover success is defined as: - X2 Handover: Transmission of UE CONTEXT RELEASE - S1 Handover: Transmission of HANDOVER NOTIFY - Intra ENB: Internal trigger that matches a Transmission of UE CONTEXT RELEASE,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_IN,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeInSuccTdScdmaQci,ACC,PDF[256],The number of successful incoming TDSCDMA handover executions per QCI,,Stepped for each ERAB of a successful incoming TDSCDMA execution that has a valid QCI value,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_IN,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeInSuccUtran,ACC,Single,The number of successful incoming UTRAN handover executions,,Stepped for each successful incoming UTRAN handover execution,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_IN,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeSuccBlindInterFreq,ACC,Single,The number of successful intra LTE inter frequency handover execution attempts where the target cell was selected using a preconfigured coverage relation. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTER_FREQ and EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT=EVENT_VALUE_SUCCESSFUL",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeSuccBlindInterFreq,ACC,Single,The number of successful intra LTE inter frequency handover execution attempts where the target cell was selected using a preconfigured coverage relation. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTER_FREQ and EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT=EVENT_VALUE_SUCCESSFUL",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeSuccBlindIntraFreq,ACC,Single,The number of successful intra LTE intra frequency handover execution attempts where the target cell was selected using a preconfigured coverage relation. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTRA_FREQ and EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT=EVENT_VALUE_SUCCESSFUL",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeSuccBlindIntraFreq,ACC,Single,The number of successful intra LTE intra frequency handover execution attempts where the target cell was selected using a preconfigured coverage relation. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTRA_FREQ and EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT=EVENT_VALUE_SUCCESSFUL",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeSuccBlindNr,ACC,Single,Number of successful outgoing blind NR handover executions.,,INTERNAL_PROC_HO_EXEC_S1_OUT Event counter parameter: EVENT_PARAM_HO_TARGET_SELECTION_TYPE and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE and EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT. The counter shall be stepped by one when EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE=EVENT_VALUE_NR and EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT=EVENT_VALUE_SUCCESSFUL,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeSuccBlindWcdma,ACC,Single,The number of successful outgoing blind WCDMA handover executions.,,INTERNAL_PROC_HO_EXEC_S1_OUT Event counter parameter: EVENT_PARAM_HO_TARGET_SELECTION_TYPE and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE and EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT The counter shall be stepped by one when EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_BLIND and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE=EVENT_VALUE_WCDMA and EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT=EVENT_VALUE_SUCCESSFUL,,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_S1_OUT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmHoExeSuccMeasBasedInterFreq,ACC,Single,The number of successful intra LTE inter frequency handover execution attempts where the target cell was selected using a UE measurement. The counter is stepped in the source cell.,,"INTERNAL_PROC_HO_EXEC_S1_OUT, or INTERNAL_PROC_HO_EXEC_X2_OUT With filtering event parameters (name=value): EVENT_PARAM_HO_TARGET_SELECTION_TYPE=EVENT_VALUE_MEAS_BASED and EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE= EVENT_VALUE_LTE_INTER_FREQ and EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT=EVENT_VALUE_SUCCESSFUL",,Not included in any pre-defined scanner,,INTERNAL_PROC_HO_EXEC_X2_OUT,Y
