Model,MO Class Name,Struct Name,Parameter Name,Sequence Length,Parameter Description,Data Type,Range and Values,Default Value,MultiplicationFactor,Unit,Resolution,Dependencies,Deprecated,Obsolete,Preliminary
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,b2Threshold1RsrpUtraOffset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Utra.b2Threshold1Rsrp. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Utra.b2Threshold1Rsrp.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Utra.b2Threshold1Rsrp+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrpUtraOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,b2Threshold1RsrqUtraOffset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Utra.b2Threshold1Rsrq. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Utra.b2Threshold1Rsrq.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Utra.b2Threshold1Rsrq+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrqUtraOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,b2Threshold2EcNoUtraOffset,1,"QCI dependent offset for the absolute threshold b2Threshold2EcNoUtra. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely b2Threshold2EcNoUtra.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Utra.b2Threshold2EcNoUtra+QciProfilePredefined.measReportConfigParams.b2Threshold2EcNoUtraOffset",int32,-50..50,0,0.1,dB,5.0,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,b2Threshold2RscpUtraOffset,1,"QCI dependent offset for the absolute threshold b2Threshold2RscpUtra. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely b2Threshold2RscpUtra.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Utra.b2Threshold2RscpUtra+QciProfilePredefined.measReportConfigParams.b2Threshold2RscpUtraOffset",int32,-24..24,0,,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a3IntraOffsetAdjustmentRsrp,1,"QCI-dependent offset adjustment for the absolute offset a3offset. If value is 0, then offset corresponding to this QCI profile is the same as ""base"" value in MO class (ReportConfigEUtraBestCell.a3offset).

Offset for a QCI profile is computed as
ReportConfigEUtraBestCell.a3offset+QciProfilePredefined.measReportConfigParams.a3IntraOffsetAdjustmentRsrp.",int32,-150..150,0,0.1,dB,5.0,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a3IntraOffsetAdjustmentRsrq,1,"QCI-dependent offset adjustment for the absolute offset a3offset. If value is 0, then offset corresponding to this QCI profile is the same as ""base"" value in MO class (ReportConfigEUtraBestCell.a3offset).

Offset for a QCI profile is computed as
ReportConfigEUtraBestCell.a3offset+QciProfilePredefined.measReportConfigParams.a3IntraOffsetAdjustmentRsrq.",int32,-150..150,0,0.1,dB,5.0,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a3InterOffsetAdjustmentRsrp,1,"QCI-dependent offset adjustment for the absolute offset a3offset. If value is 0, then offset corresponding to this QCI profile is the same as ""base"" value in MO class (ReportConfigEUtraIFBestCell.a3offset).

Offset for a QCI profile is computed as ReportConfigEUtraIFBestCell.a3offset+QciProfilePredefined.measReportConfigParams.a3InterOffsetAdjustmentRsrp.",int32,-150..150,0,0.1,dB,5.0,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a3InterOffsetAdjustmentRsrq,1,"QCI-dependent offset adjustment for the absolute offset a3offset. If value is 0, then offset corresponding to this QCI profile is the same as ""base"" value in the MO class (ReportConfigEUtraIFBestCell::a3offset).

Offset for a QCI profile is computed as ReportConfigEUtraIFBestCell::a3offset+QciProfilePredefined::measReportConfigParams.a3InterOffsetAdjustmentRsrq.",int32,-150..150,0,0.1,dB,5.0,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,timeToTriggerInterA3,1,"QCI-depended specific time-to-trigger value for event A3. Used for inter-frequency.

If timeToTriggerInterA3 has value different than -1 this value is used instead of ReportConfigEUtraIFBestCell.timeToTriggerA3.",int32,"-1, 0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",-1,,ms,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,timeToTriggerIntraA3,1,"QCI-depended specific time-to-trigger value for event A3. Used for intra-frequency.

If timeToTriggerIntraA3 has value different than -1 this value is used instead of ReportConfigEUtraBestCell.timeToTriggerA3.",int32,"-1, 0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",-1,,ms,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,offsetPerQciPrio,1,"QCI-depended priority of the offset. Offset with maximum priority is taken into calculation for absolute offset/threshold for mobility purpose.

Value -1 means offset is excluded from selection.
Value 0 means lowest priority.
Value 7 means highest priority.",int32,-1..7,0,,,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,timeToTriggerInterA3Rsrq,1,"QCI-depended specific time-to-trigger value for event A3 with trigger quantity RSRQ. Used for inter-frequency.

If timeToTriggerInterA3Rsrq has value different than -1 this value is used instead of QciProfilePredefined::measReportConfigParams.timeToTriggerInterA3 or QciProfileOperatorDefined::measReportConfigParams.timeToTriggerInterA3.",int32,"-1, 0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",-1,,ms,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp1,1,DSCP value for ARP priority level 1.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp2,1,DSCP value for ARP priority level 2.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp3,1,DSCP value for ARP priority level 3.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp4,1,DSCP value for ARP priority level 4.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp5,1,DSCP value for ARP priority level 5.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp6,1,DSCP value for ARP priority level 6.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp7,1,DSCP value for ARP priority level 7.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp8,1,DSCP value for ARP priority level 8.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp9,1,DSCP value for ARP priority level 9.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp10,1,DSCP value for ARP priority level 10.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp11,1,DSCP value for ARP priority level 11.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp12,1,DSCP value for ARP priority level 12.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp13,1,DSCP value for ARP priority level 13.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp14,1,DSCP value for ARP priority level 14.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,DscpArpMap,dscpArp15,1,DSCP value for ARP priority level 15.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp1,1,DSCP value for ARP priority level 1.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp2,1,DSCP value for ARP priority level 2.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp3,1,DSCP value for ARP priority level 3.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp4,1,DSCP value for ARP priority level 4.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp5,1,DSCP value for ARP priority level 5.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp6,1,DSCP value for ARP priority level 6.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp7,1,DSCP value for ARP priority level 7.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp8,1,DSCP value for ARP priority level 8.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp9,1,DSCP value for ARP priority level 9.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp10,1,DSCP value for ARP priority level 10.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp11,1,DSCP value for ARP priority level 11.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp12,1,DSCP value for ARP priority level 12.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp13,1,DSCP value for ARP priority level 13.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp14,1,DSCP value for ARP priority level 14.,int32,-1..63,-1,,,,,,,
ENodeBFunction,QciProfilePredefined,DscpArpMap,dscpArp15,1,DSCP value for ARP priority level 15.,int32,-1..63,-1,,,,,,,
ENodeBFunction,SubscriberGroupProfile,BearerTriggerElement,qci,1,The QCI of the bearer that is evaluated against this bearerTriggerElement. Value 0 indicates that all QCIs are considered matching.,int32,"0..9, 65, 66, 69, 70",0,,,,,,,
ENodeBFunction,SubscriberGroupProfile,BearerTriggerElement,arp,1,The ARP of the bearer that is evaluated against this bearerTriggerElement. Value 0 indicates that all ARPs are considered matching.,int32,0..15,0,,,,,,,
ENodeBFunction,ExternalENodeBFunction,GUGroupIdRO,mcc,1,Mobile Country Code (a part of the PLMN identity) for a cell that is served by a neighboring eNB.,int32,0..999,,,,,,,,
ENodeBFunction,ExternalENodeBFunction,GUGroupIdRO,mnc,1,Mobile Network Code (a part of the PLMN identity) for a cell that is served by a neighboring eNB.,int32,0..999,,,,,,,,
ENodeBFunction,ExternalENodeBFunction,GUGroupIdRO,mncLength,1,"This parameter defines the number of digits for the Mobile Network Code (a part of the PLMN identity) for a cell that is served by a neighboring eNB.

The PLMN identity combines the following two parts:
1. MobileCountryCode, MCC, 3 digits
2. MobileNetworkCode, MNC, 2 or 3 digits

Example: If MCC=125 and MNC=46, then plmnId=12546.",int32,2..3,,,,,,,,
ENodeBFunction,ExternalENodeBFunction,GUGroupIdRO,mmeGI,1,The MME Group ID (a part of a MME Id) for a cell that is served by a neighboring eNB.,int32,0..65535,,,,,,,,
ENodeBFunction,PmEventService,TraceStreamStructRO,traceReference,1,Customer used reference to the trace of Cell Trace or UE Trace.,int64,,,,,,,,,
ENodeBFunction,PmEventService,TraceStreamStructRO,scannerId,1,"Id for the allocation of the trace (example Cell Scanner Id).
",int32,,,,,,,,,
ENodeBFunction,PmEventService,TraceStreamStructRO,ipAddress,1,IPv4 or IPv6 address to the event stream receiver.,string,Length: 2..46,"""None""",,,,,,,
ENodeBFunction,PmEventService,TraceStreamStructRO,portNumber,1,"Port number on the event stream receiver.
",int32,0..65535,,,,,,,,
ENodeBFunction,PmEventService,TraceStreamStructRO,fileStatus,1,"Status of ROP file writing.
",enum TracePmFileStatusEnum,"INACTIVE
ACTIVE
FILECLOSED
LOAD_INHIBITED",,,,,,,,
ENodeBFunction,PmEventService,TraceStreamStructRO,streamStatus,1,"Status of event stream
",enum TracePmStreamStatusEnum,"INACTIVE
ACTIVE
CONNECTING
RECONNECTING
ERROR
NOT_LICENSED
LOAD_INHIBITED
STREAM_REPORT_OFF",,,,,,,,
ENodeBFunction,PmUeMeasControl,PmUeMeasIntraFreq,eutranFrequencyRef,1,"The reference to an instance of a EUtranFrequency MO containing the measurement object parameters to use for this intra frequency measurement.

Takes effect: New connection

Disturbance: None
",moRef EUtranFrequency,,,,,,,,,
ENodeBFunction,PmUeMeasControl,PmUeMeasIntraFreq,reportConfigEUtraIntraFreqPmRef,1,"Reference to an instance of a ReportConfigEUtraIntraFreqPm MO containing the report configuration parameters to use for this intra frequency measurement.

Takes effect: New connection

Disturbance: None
",moRef ReportConfigEUtraIntraFreqPm,,,,,,,,,
ENodeBFunction,PmUeMeasControl,PmUeMeasInterFreq,eutranFrequencyRef,1,"Reference to MO EUtranFrequency instance, which contains measurement object parameters to use for EUTRAN inter-frequency measurement.",moRef EUtranFrequency,,,,,,,,,
ENodeBFunction,PmUeMeasControl,PmUeMeasInterFreq,reportConfigEUtraInterFreqPmRef,1,"Reference to MO ReportConfigEUtraInterFreqPm instance, which contains report configuration parameters to use for EUTRAN inter-frequency measurement.",moRef ReportConfigEUtraInterFreqPm,,,,,,,,,
ENodeBFunction,PmUeMeasControl,PmUeMeasInterRat,geranFrequencyRef,1,"Reference to MO GeranFrequency instance, which contains measurement object parameters to use for inter-Rat GERAN measurement.",moRef GeranFrequency,,,,,,,,,
ENodeBFunction,PmUeMeasControl,PmUeMeasInterRat,utranFrequencyRef,1,"Reference to MO UtranFrequency instance, which contains measurement object parameters to use for inter-Rat UTRAN measurement.",moRef UtranFrequency,,,,,,,,,
ENodeBFunction,PmUeMeasControl,PmUeMeasInterRat,reportConfigInterRatPmRef,1,"Reference to MO ReportConfigInterRatPm instance, which contains report configuration parameters to use for inter-Rat UTRAN or GERAN measurement.",moRef ReportConfigInterRatPm,,,,,,,,,
ENodeBFunction,UeMeasControl,PrioOffsetPerQci,offsetPerQciPrio,1,"QCI-depended priority of the offset. Offset with maximum priority is taken into calculation for absolute offset/threshold for mobility purpose.

Value -1 means offset is excluded from selection.
Value 0 means lowest priority.
Value 7 means highest priority.",int32,-1..7,0,,,,,,,
ENodeBFunction,UeMeasControl,PrioOffsetPerQci,qciProfileRef,1,"Refers to the QCI profile MO, QciProfilePredefined or QciProfileOperatorDefined.",moRef ManagedObject,,,,,,,,,
ENodeBFunction,UtranFreqRelation,UtranFreqToQciProfileRelation,lbUtranB1ThresholdRscpOffset,1,QCI specific offset to the threshold b1ThresholdRscp used for load management,int32,0..24,0,,dB,,,,,
ENodeBFunction,UtranFreqRelation,UtranFreqToQciProfileRelation,lbQciProfileHandling,1,QCI profile handling with regard to load management,enum LbQciProfileHandling,"ALLOWED
FORBIDDEN
REQUIRED",ALLOWED,,,,,,,
ENodeBFunction,UtranFreqRelation,UtranFreqToQciProfileRelation,qciProfileRef,1,QCI profile MO: QciProfilePredefined or QciProfileOperatorDefined,moRef ManagedObject,,,,,,,,,
ENodeBFunction,UtranFreqRelation,UtranFreqToQciProfileRelation,b2Thr1RsrpUtraFreqQciOffset,1,"The frequency-relation dependent and QCI specific offset for the absolute threshold b2Threshold1Rsrp, used for Multi-Layer Service-Triggered Mobility.",int32,-100..100,0,,dB,,,,,
ENodeBFunction,UtranFreqRelation,UtranFreqToQciProfileRelation,b2Thr1RsrqUtraFreqQciOffset,1,"The frequency-relation dependent and QCI specific offset for the absolute threshold b2Threshold1Rsrq, used for Multi-Layer Service-Triggered Mobility.",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,UtranFreqRelation,UtranFreqToQciProfileRelation,b2Thr2EcNoUtraFreqQciOffset,1,"The frequency-relation dependent and QCI specific offset for the absolute threshold b2Threshold2EcNoUtra, used for Multi-Layer Service-Triggered Mobility.
Not applicable for UTRA TDD.",int32,-50..50,0,0.1,dB,5.0,,,,
ENodeBFunction,UtranFreqRelation,UtranFreqToQciProfileRelation,b2Thr2RscpUtraFreqQciOffset,1,"The frequency-relation dependent and QCI specific offset for the absolute threshold b2Threshold2RscpUtra, used for Multi-Layer Service-Triggered Mobility.",int32,-24..24,0,,dB,,,,,
ENodeBFunction,UtranFreqRelation,UtranFreqToQciProfileRelation,lbUtranB1ThresholdEcNoOffset,1,"QCI specific offset to the threshold b1ThresholdEcNo used for load management.
Not applicable for UTRA TDD.",int32,0..50,0,0.1,dB,5.0,,,,
ENodeBFunction,UtranFreqRelation,UtranFreqToQciProfileRelation,atoThresh1QciProfileHandling,1,"QCI profile handling with regard to Admission-Triggered Offload (ATO), when ATO Level1 threshold is exceeded.",enum AtoQciProfileHandling,"ALLOWED
FORBIDDEN",ALLOWED,,,,,,,
