PmEvent Name,Event Parameter Name,GPB Field Number,PmEventHeader/Payload,Parameter Description,Parameter Type,MANDATORY,DeprecatedSince,ReasonForDeprecation,UNIT,UsedSubrange,SupportedBands,SupportedDeployments,License,LimitationReason,EventParameterStatus,Filters,Filter Description,Filter DeprecatedSince,Filter ReasonForDeprecation,Filter Status
CuCpMeasurementReportEndcEval,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportEndcEval,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpMeasurementReportEndcEval,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpMeasurementReportEndcEval,gnb_id_length,3,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpMeasurementReportEndcEval,global_gnb_id,4,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpMeasurementReportEndcEval,serving_plmn_id,5,Payload,"PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpMeasurementReportEndcEval,nci,6,Payload,NR cell identity. See 3GPP TS 38.300.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpMeasurementReportEndcEval,event_measurement_report,7,Payload,NR measurement report.,enum EventMeasurementReport,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpMeasurementReportEndcEval,measurement_name,8,Payload,Received NR measurement report name.,enum MeasurementName,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,MeasurementNameEnDc,MeasurementNameEnDc: Received EN-DC measurement report name.,,,MeasurementNameEnDc: USED
CuCpMeasurementReportEndcEval,action,9,Payload,Action result after measurement report.,enum Action,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,MeasEvalActionEnDc,MeasEvalActionEnDc: Action result after EN-DC measurement report.,,,MeasEvalActionEnDc: USED
CuCpMeasurementReportEndcEval,meas_id,10,Payload,Measurement identity. See 3GPP TS 38.331.,int64,Y,,,,,"Low-band, Mid-band, High-band","EN-DC, CR EN-DC",,,USED,,,,,
CuCpMeasurementReportEndcEval,trigger_quantity,11,Payload,"Following trigger quantities are possible:
  - TRIGGER_QUANTITY_NOT_APPLICABLE
  - TRIGGER_QUANTITY_DL_RSRP
  - TRIGGER_QUANTITY_DL_RSRQ
  - TRIGGER_QUANTITY_DL_SINR
",enum TriggerQuantity,Y,,,,,"Low-band, Mid-band, High-band",EN-DC,,,USED,MeasTriggerQuantity,MeasTriggerQuantity: Type of trigger quantity.,,,MeasTriggerQuantity: USED
CuCpMeasurementReportEndcEval,additional_evaluation,12,Payload,"Following values are possible:
  - ADDITIONAL_EVALUATION_NOT_APPLICABLE
  - ADDITIONAL_EVALUATION_NOT_PERFORMED
  - ADDITIONAL_EVALUATION_DL_RSRP_PASSED
  - ADDITIONAL_EVALUATION_DL_RSRP_FAILED
  - ADDITIONAL_EVALUATION_DL_RSRQ_PASSED
  - ADDITIONAL_EVALUATION_DL_RSRQ_FAILED
  - ADDITIONAL_EVALUATION_DL_SINR_PASSED
  - ADDITIONAL_EVALUATION_DL_SINR_FAILED
  - ADDITIONAL_EVALUATION_DL_RSRP_AND_RSRQ_PASSED
  - ADDITIONAL_EVALUATION_DL_RSRP_AND_RSRQ_FAILED
",enum AdditionalEvaluation,Y,,,,,"Low-band, Mid-band, High-band",EN-DC,,,USED,MeasAdditionalEval,MeasAdditionalEval: Result of additional target evaluation.,,,MeasAdditionalEval: USED
CuCpMeasurementReportNrdcEval,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportNrdcEval,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportNrdcEval,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportNrdcEval,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportNrdcEval,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportNrdcEval,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportNrdcEval,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportNrdcEval,main_plmn_id,1,Payload,"Main PLMN identifier.
Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.
In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.
PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,High-band,"NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportNrdcEval,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,High-band,"NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportNrdcEval,gnb_id_length,3,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,High-band,"NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportNrdcEval,serving_plmn_id,4,Payload,"Serving PLMN identifier.
Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.
In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.
PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,High-band,"NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportNrdcEval,nci,5,Payload,"NR cell identity. See 3GPP TS 38.300.
",int64,Y,,,,,High-band,"NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportNrdcEval,event_measurement_report,6,Payload,NR measurement report.,enum EventMeasurementReport,Y,,,,,High-band,"NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportNrdcEval,measurement_name,7,Payload,Received NR measurement report name.,enum MeasurementName,Y,,,,,High-band,"NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportNrdcEval,action,8,Payload,Action result after measurement report.,enum Action,Y,,,,,High-band,"NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportNrdcEval,meas_id,9,Payload,Measurement identity. See 3GPP TS 38.331.,int64,Y,,,,,High-band,"NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportNrdcEval,global_gnb_id,10,Payload,"Global gNodeB identifier. Consists of PLMN identifier and gNodeB identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded as follows:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,High-band,"NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportNrdcEval,trigger_quantity_type,11,Payload,"Following trigger quantities are possible:
  - TRIGGER_QUANTITY_NOT_APPLICABLE
  - TRIGGER_QUANTITY_DL_RSRP
  - TRIGGER_QUANTITY_DL_RSRQ
  - TRIGGER_QUANTITY_DL_SINR
",enum TriggerQuantity,N,,,,,High-band,NR SA,,Status Preliminary,PRELIMINARY,,,,,
CuCpMeasurementReportSaEval,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportSaEval,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportSaEval,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportSaEval,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportSaEval,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportSaEval,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportSaEval,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpMeasurementReportSaEval,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportSaEval,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportSaEval,gnb_id_length,3,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportSaEval,global_gnb_id,4,Payload,"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportSaEval,serving_plmn_id,5,Payload,"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportSaEval,nci,6,Payload,NR cell identity. See 3GPP TS 38.300.,int64,Y,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportSaEval,event_measurement_report,7,Payload,NR Measurement Report.,enum EventMeasurementReport,Y,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportSaEval,measurement_name,8,Payload,Received NR measurement report name.,enum MeasurementName,Y,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED,MeasurementName,MeasurementName: Received NR measurement report name.,,,MeasurementName: USED
CuCpMeasurementReportSaEval,action,9,Payload,Action result after measurement report.,enum Action,Y,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED,MeasEvalAction,MeasEvalAction: Action result after NR measurement report.,,,MeasEvalAction: USED
CuCpMeasurementReportSaEval,meas_id,10,Payload,Measurement identity. See 3GPP TS 38.331.,int64,Y,,,,,"Low-band, Mid-band","NR SA, CR NR SA",,,USED,,,,,
CuCpMeasurementReportSaEval,trigger_quantity,11,Payload,"Following trigger quantities are possible:
  - TRIGGER_QUANTITY_NOT_APPLICABLE
  - TRIGGER_QUANTITY_DL_RSRP
  - TRIGGER_QUANTITY_DL_RSRQ
  - TRIGGER_QUANTITY_DL_SINR
  - TRIGGER_QUANTITY_UL_SINR
",enum TriggerQuantity,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,MeasTriggerQuantity,MeasTriggerQuantity: Type of trigger quantity.,,,MeasTriggerQuantity: USED
CuCpMeasurementReportSaEval,additional_evaluation,12,Payload,"Following trigger quantities are possible:
  - ADDITIONAL_EVALUATION_NOT_APPLICABLE
  - ADDITIONAL_EVALUATION_NOT_PERFORMED
  - ADDITIONAL_EVALUATION_DL_RSRP_PASSED
  - ADDITIONAL_EVALUATION_DL_RSRP_FAILED
  - ADDITIONAL_EVALUATION_DL_RSRQ_PASSED
  - ADDITIONAL_EVALUATION_DL_RSRQ_FAILED
  - ADDITIONAL_EVALUATION_DL_SINR_PASSED
  - ADDITIONAL_EVALUATION_DL_SINR_FAILED
  - ADDITIONAL_EVALUATION_DL_RSRP_AND_RSRQ_PASSED
  - ADDITIONAL_EVALUATION_DL_RSRP_AND_RSRQ_FAILED
",enum AdditionalEvaluation,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,MeasAdditionalEval,MeasAdditionalEval: Result of additional target evaluation.,,,MeasAdditionalEval: USED
CuCpMnNrdcSetupBufMonConfig,time_stamp,1,PmEventHeader,Milliseconds since epoch.,int64,Y,,,,,,,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,system_uuid,2,PmEventHeader,System Universally Unique Identifier.,bytes,Y,,,,,,,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,compute_name,3,PmEventHeader,Compute name associated with compute resource in ME.,string,Y,,,,,,,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,network_managed_element,4,PmEventHeader,Network identity of ME.,string,Y,,,,,,,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,pm_event_job_ids,5,PmEventHeader,Jobs subscribing to event.,repeated <int64>,Y,,,,,,,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,trace_reference,7,PmEventHeader,Globally unique trace reference as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,trace_recording_session_reference,8,PmEventHeader,Unique session ID for UE as defined in 3GPP TS 32.422.,bytes,Y,,,,,,,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,main_plmn_id,1,Payload,"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
 - Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
 - Bits 4 to 1 of octet n encode digit 2n-1.
 - Bits 8 to 5 of octet n encode digit 2n.
 - 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
 - In case of a two-digit MNC, one filler digit plus two digits from MNC.
 - In case of a three-digit MNC, three digits from MNC.
",bytes,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,gnb_id,2,Payload,The gNodeB identifier.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,gnb_id_length,3,Payload,Length of gNodeB ID bit string representation.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,global_gnb_id,4,Payload,"Global gNodeB identifier. Consists of PLMN identifier and gNodeB identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded as follows:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
",GlobalGnbId,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,gnb_du_id,5,Payload,The gNodeB Distributed Unit identifier.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,nci,6,Payload,"NR cell identity. See 3GPP TS 38.300.
",int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,serving_plmn_id,7,Payload,"PLMN identifier.
Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.
In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.
PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC
",bytes,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,PlmnId,PlmnId: Identifier of PLMN. Consists of MCC and MNC.,,,PlmnId: USED
CuCpMnNrdcSetupBufMonConfig,pref_ue_group_id,8,Payload,Identifier of preference used by UE group to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,PrefUeGrpId,PrefUeGrpId: Identifier of preference UE group used to determine some UE property that requires specific configuration data.,,,PrefUeGrpId: USED
CuCpMnNrdcSetupBufMonConfig,ue_group_id,9,Payload,Identifier of UE group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeGrpId,UeGrpId: Identifier of UE group used to determine UE configuration data.,,,UeGrpId: USED
CuCpMnNrdcSetupBufMonConfig,ue_mobility_group_id,10,Payload,Identifier of UE mobility group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeMobilityGrpId,UeMobilityGrpId: Identifier of UE mobility group used to determine UE configuration data.,,,UeMobilityGrpId: USED
CuCpMnNrdcSetupBufMonConfig,ue_service_group_id,11,Payload,Identifier of UE service group used to determine UE configuration data.,int64,Y,,,,0 - 255,"Low-band, Mid-band",NR SA,,,USED,UeServiceGrpId,UeServiceGrpId: Identifier of UE service group used to determine UE configuration data.,,,UeServiceGrpId: USED
CuCpMnNrdcSetupBufMonConfig,sdu_dl_age_threshold,12,Payload,Threshold for oldest RLC SDU age of DRB in downlink monitored for buffer based NR-DC setup.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
CuCpMnNrdcSetupBufMonConfig,sdu_dl_vol_threshold,13,Payload,Threshold for DRB total volume of RLC SDUs in downlink monitored for buffer based NR-DC setup.,int64,Y,,,,,"Low-band, Mid-band",NR SA,,,USED,,,,,
